genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,Combined_captivity_flag_primary,Combined_captivity_flag_alternate,short_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_w_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_all,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Aplochiton,taeniatus,fishes,Aplochiton_taeniatus,Fishes,Ray-finned fishes,GCA_017639675.1,GCA_017639685.1,LC,no,no,AplTae,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.856,1.856,316173994,0.687330964,20,0,0,0,0,0,460002547,AR; CL; AGS-TF,5_1,,,334.0000153,,0,1,0,0,0,0,,,,,,,0,0,
Apodemus,sylvaticus,mammals,Apodemus_sylvaticus,Mammals,Mammals,GCF_947179515.1,GCA_947179525.1,LC,no,no,ApoSyl,Terrestrial,4982175,1,0.181325518,100473,1,0.005382766,4982175,0,0.181325518,0,0,0,4982175,0,0.181325518,0,0,0,0,0,0,0,0,0,4982175,0,0.181325518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.102,5.102,1866568101,0.679334686,23,0.000274629,0,0,0,0,2747641392,HR; AL; AD; TR; AT; BE; PT; GR; KRI-OO; GB; IT; NL; LU; BA; BG; SI; MD; MA; DZ; MK; SK; CH; CZ; MC; RU; RS; LI; DK; PL; UA; IS; ME; SE; RO; LT; FR; IE; NO; BY; ES; TN; HU; DE; EAI-OO,13_3; 14_1; 14_2; 14_3; 14_4; 14_5; 3_4; 3_8; 4_4; 1_4,,Mus sylvaticus,110,39,,0,0,1,0,0,1,0,0,0,1,0,0,553.9065732,
Apteryx,mantelli,birds,Apteryx_mantelli,Birds,Birds,GCF_036417845.1,,VU,yes,,AptMan,,7717386,16,0.558135542,7717186,16,0.652314649,5253200,3,0.379921081,5253200,3,0.444040005,4733892,2,0.342363772,4733892,2,0.400144184,0,0,0,0,0,0,5232702,5,0.378438628,5232702,5,0.44230736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.512,1.5105,1183046558,0.855601019,42,0.009862997,0.00605018,0,0.006687687,0,1382708216,NZ,1_6; 1_4; 3_6; 3_4; 14_6; 14_3; 14_2,A2bce,,505,2320.51,,0,0,1,0,0,0.386577957,0.613422043,0,0.678058297,0.321941703,0,0,9.83513637,
Ara,ararauna,birds,Ara_ararauna,Birds,Birds,GCA_028858755.1,,LC,likely,,AraAra,Terrestrial,8881575,49,0.741840284,8881575,49,0.86379889,661917,1,0.055287119,661917,1,0.064376326,0,0,0,0,0,0,0,0,0,0,0,0,175202,1,0.01463388,175202,1,0.017039691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6165,1.6165,1028199400,0.858811342,34,0.013963309,0,0,0.000275447,0,1197235469,CO; PY; BR; VE; PR; BO; GF; EC; PE; GY; PA; SR; TT,2_1; 1_5; 1_6; 1_8,,,790,1125,,0,0,0,1,0,1,0,0,0.019726456,0.980273544,0,0,4.105250678,
Argentina,silus,fishes,Argentina_silus,Fishes,Ray-finned fishes,GCA_951799395.1,GCA_951799415.1,DD/NE,no,no,ArgSil,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4255,3.4255,364053414,0.587880304,22,0,0,0,0,0,619264520,GB; SJ; NO; IE; IS; DE; FR; FO; DK; GRB-OO; FRA-FR; IRE-NI; SPA-SP; ES,10_2; 10_1; 9_6; 9_5; 9_4; 9_3; 9_2,,Salmo silus,700,,1,1,0,0,0,0,,,,,,,0,0,
Arripis,georgiana,fishes,Arripis_georgiana,Fishes,Ray-finned fishes,GCA_042242135.1,,DD/NE,no,,ArrGeo,,230475,2,0.034548436,230475,2,0.039680486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.764,4.764,580827059,0.870665638,24,0.001890378,0,0,0,0,667106905,,,,,410,800,1,1,0,0,0,0,1,0,0,0,1,0,0,0.451838285,
Artibeus,intermedius,mammals,Artibeus_intermedius,Mammals,Mammals,GCA_038363145.1,,LC,no,,ArtInt,,126628,1,0.005602615,126628,1,0.006673218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2625,9.262,1897555221,0.839567237,14,0.000618107,0,0,0,0,2260158730,,,,,,,,,,,,,1,0,0,0,1,0,0,0.112827065,
Artibeus,lituratus,mammals,Artibeus_lituratus,Mammals,Mammals,GCA_038363095.2,,LC,no,,ArtLit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.218,9.218,1897828907,0.84033123,14,0,0,0,0,0,2258429581,VE; TT; MX; MQ; CO; AR; VC; NI; BR; BO; HN; CR; BZ; LC; BB; EC; GT; PE; GD; PA; SV,14_5; 1_5; 14_3; 1_6,,Artibeus intermedius,130,70.1,,0,0,0,1,1,,,,,,,0,0,
Arvicola,amphibius,mammals,Arvicola_amphibius,Mammals,Mammals,GCF_903992535.2,GCA_903992525.1,LC,no,no,ArvAmp,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.723,2.723,1483271508,0.649232665,17,0,0,0,0,0,2284653236,LV; BE; AL; RS; AT; PL; LI; BA; DE; LT; GB; CH; LU; SI; IT; BY; UA; BG; HR; MK; CZ; DK; EE; AZ; SY; RO; SE; FI; TR; KZ; AM; GE; SK; MD; IQ; RU; GR; HU; FR; CN; MN; AF; IL; NO; IR; ME; NL,14_2; 15_7; 1_1; 4_4; 5_1; 5_4; 5_5; 5_7; 1_4; 14_5,,Mus amphibius;Arvicola terrestris;Arvicola scherman,185,270,,1,1,1,0,0,,,,,,,0,0,
Ascaphus,truei,amphibians,Ascaphus_truei,Amphibians,Amphibians,GCA_040206685.1,,LC,no,,AscTru,Freshwater,14667658,32,0.446373173,11174639,32,0.687397636,10442237,9,0.317783143,6721910,7,0.413492109,8409716,6,0.255928493,2369390,2,0.145750846,0,0,0,0,0,0,2512465,3,0.076460535,2229126,4,0.137122635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104,3.099,1625644084,0.494723771,23,0.021336823,0.004524106,0,0.004256287,0,3285963157,US; BRC-OO; CAL-OO; ORE-OO; CA; WAS-OO,5_1; 1_4,,,50,5.49,,1,0,1,0,0,0.7879672,0.2120328,0,0.199480806,0.800519194,0,0,4.122341822,
Ascidia,mentula,chordates,Ascidia_mentula,Invertebrates,Other Deuterostomes,GCA_947561715.1,GCA_947561685.1,DD/NE,no,no,AscMen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4855,7.4855,79085763,0.411465979,9,0,0,0,0,0,192204865,,,,,,,,,,,,,,,,,,,0,0,
Ascidiella,aspersa,chordates,Ascidiella_aspersa,Invertebrates,Other Deuterostomes,GCA_963924565.1,GCA_963924595.1,DD/NE,no,no,AscAsp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.921,3.921,111762057,0.364049118,9,0,0,0,0,0,306997192,,,,,,,,,,,,,,,,,,,0,0,
Aselliscus,stoliczkanus,mammals,Aselliscus_stoliczkanus,Mammals,Mammals,GCA_043727835.1,GCA_043727795.1,LC,no,no,AseSto,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,1.75,2001622502,0.897480872,14,0,0,0,0,0,2230267590,VN; CN; TH; LA; MY; MM,7_1; 14_1; 14_6; 14_3; 1_9; 1_6,,Asellia stoliczkana;Aselliscus trifidus;Aselliscus wheeleri;Phyllorhina trifida;Triaenops wheeleri,50,6.5,,0,0,0,0,1,,,,,,,0,0,
Aspidoscelis,tigris,reptiles,Aspidoscelis_tigris,,,,,LC,no likely,no likely,AspTig,Terrestrial,60577782,16,3.652452477,60575180,16,5.780572279,58817263,6,3.546304451,58814661,6,5.612569356,56327254,2,3.396172847,56324652,2,5.374952612,55296146,1,3.334003635,55296046,1,5.276794731,58748387,7,3.542151669,58745785,7,5.605996652,55296146,1,3.334003635,55296046,1,5.276794731,55296146,1,3.334003635,55296046,1,5.276794731,55296146,1,3.334003635,55296046,1,5.276794731,3.1,3.091,1047909741,0.631822494,23,0.179197741,0.166623531,0.163580637,0.173785896,0.163580637,1658550861,US; MX,3_5; 3_4; 1_4; 8_2; 8_1,,Cnemidophorus maximus;Cnemidophorus marmoratus;Cnemidophorus tigris,137,79.1,,0,0,1,0,0,0.070169465,0.929830535,0.912849883,0.969799594,0.030200406,0.912849883,0,57.25750528,
Astatotilapia,calliptera,fishes,Astatotilapia_calliptera,Fishes,Ray-finned fishes,GCA_964374335.1,GCA_964374285.1,LC,likely,likely,AstCal,,234434,2,0.025141573,234434,2,0.034019316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.464,1.464,689120256,0.739038154,23,0.000498043,0,0,0,0,932455587,ZW; TZ; MZ; MW,5_8; 5_7; 5_6; 5_5; 5_4; 5_2; 5_1; 15_9; 15_1,,Chromis callipterus,150,,0,1,0,0,0,0,1,0,0,0,1,0,0,0.345620741,
Asterias,rubens,other,Asterias_rubens,Invertebrates,Other Deuterostomes,GCF_902459465.1,GCA_902459445.1,DD/NE,unknown,unknown,AstRub,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.321,3.321,246536583,0.610886797,22,0,0,0,0,0,403571634,,,,,,,,,,,,,,,,,,,0,0,
Astyanax,mexicanus,fishes,Astyanax_mexicanus,Fishes,Ray-finned fishes,GCF_023375975.1,,LC,no,,AstMex,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0885,3.0885,529110527,0.400389714,25,0,0,0,0,0,1321488812,BZ; GT; US; MX,5_1; 5_9; 5_18,,Tetragonopterus mexicanus;Tetragonopterus fulgens;Tetragonopterus nitidus,120,,0,1,0,0,0,0,,,,,,,0,0,
Athene,noctua,birds,Athene_noctua,Birds,Birds,GCA_965140245.1,,LC,no,,AthNoc,,114163400,272,9.169982021,113663677,272,10.21264646,69560219,59,5.587306944,68777237,58,6.179613615,47850907,26,3.843543175,47790940,26,4.294001277,0,0,0,0,0,0,49998319,57,4.016030412,54209470,59,4.870704226,5358729,2,0.430430844,5358529,2,0.481462184,0,0,0,0,0,0,0,0,0,0,0,0,1.3585,1.298,1112969860,0.893974216,40,0.138738802,0.058334007,0,0.066168517,0.006540664,1244968635,MN; KR; KP; YE; UZ; AE; TM; TR; TJ; SY; SA; QA; PS; PK; OM; LB; KG; KW; KZ; JO; IL; IQ; IR; GE; CY; AZ; AM; AF; SD; SO; NE; MR; ML; ET; ER; DJ; TD; NP; CN; IN; NZ; UA; ME; MT; MK; LU; LT; LI; LV; IT; IE; HU; GR; GI; AL; AD; AT; BE; BA; BG; HR; CZ; DK; FI; FR; DE; NL; NO; PL; PT; RO; RS; SK; SI; ES; SE; CH; GB; DZ; EG; LY; MA; TN; EH; BY; MD; RU; RU-EU; RU-CA; RU-EA,4_4; 3_8; 3_5; 3_3; 2_1; 14_5; 14_4; 14_2; 14_1,,,255,168.92,,0,0,1,0,0,0.579540789,0.420459211,0,0.476928703,0.523071297,0.047143724,0,33.6258214,
Aulonocara,stuartgranti,fishes,Aulonocara_stuartgranti,Fishes,Ray-finned fishes,GCA_965226115.1,,LC,yes,,AulStu,,146567773,91,15.50380538,18786050,91,3.66552224,142374516,73,15.06024648,2437005,4,0.47550688,129012997,55,13.64687718,0,0,0,0,0,0,0,0,0,142374516,73,15.06024648,13419487,53,2.618401848,36272042,8,3.836823528,775272,2,0.151270584,0,0,0,0,0,0,0,0,0,0,0,0,1.1925,1.184,512506780,0.542124999,23,0.043711353,0,0,0.031224442,0.001803902,945366440,TZ; MZ; MW,5_5,,Aulonocara steveni;Aulonocara hansbaenschi,118.0000019,,0,1,0,0,0,0,1,0,0,0.71433255,0.28566745,0.041268494,0,434.3925066,
Aulostomus,maculatus,fishes,Aulostomus_maculatus,Fishes,Ray-finned fishes,GCA_048301465.1,,LC,no,,AulMac,Marine,120328,1,0.018664213,107647,1,0.0183639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.677,3.677,586188118,0.909243059,24,0.000675241,0,0,0,0,644699030,TEX-OO; MSI-OO; LOU-OO; GEO-OO; FLA-OO; ALA-OO; US; BZ; HON-OO; BM; BL; PUE-OO; HAI-NI; PR; NLA-BO; MS; MQ; JM; HT; MXG-VC; MXT-YU; NI; NIC-OO; SWC-NC; NLA-SA; KN; LC; MF; VC; SX; TT; VI; VG; TC; MXE-TA; MXT-TB; NLA-SE; MXT-QR; BQ; AI; AG; AW; BS; CR; COS-OO; GT; HN; BB; MX; MXT-CA; PA; KY; CU; CW; DM; DO; GD; GP; CO; CLM-OO; SWC-CC; GF; GY; SR; VE; LEE-AV; VEN-OO; VNA-OO; BZE-PE; BR,9_9; 9_8; 9_8_6; 9_8_5; 9_8_4; 9_8_3; 9_8_2; 9_8_1,,Aulostoma maculatum,1000,,1,1,0,0,0,0,1,0,0,0,1,0,0,0.504030425,
Aythya,ferina,birds,Aythya_ferina,Birds,Birds,GCA_964211825.1,,VU,no,,AytFer,Freshwater,878219,7,0.076123522,878019,7,0.087623802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,1.714,1002032531,0.868556082,39,0.001501872,0,0,0,0,1153676258,US; FO; NO; MT; NL; TJ; BY; UZ; BA; TN; UA; RO; LB; MK; EH; CA; BE; LK; BH; KZ; MD; BD; TM; MM; CNY-OO; RU-CA; SE; KP; IE; ME; IN; SY; SD; CZ; SS; PK; MA; SN; GE; MP; PL; GB; ML; TH; GW; BF; DK; YE; FI; LT; QA; TW; CN; MR; TZ; IL; IT; CV; BG; LY; LI; AT; TD; CG; GH; LU; SI; ER; SA; EG; JO; PH; RU-EA; PT; AE; CY; LV; UG; SPA-SP; KW; NP; AF; IQ; GM; RU; HR; FR; TR; KR; BT; AZ; ET; KE; IR; HU; KG; VN; LR; NE; EE; NG; OM; GU; GR; PS; ES; AL; IS; DE; SK; JP; AM; MN; RS; RU-EU; CH; DZ,13_4; 15_1; 15_5; 5_14; 9_2; 15_6; 5_1; 5_1; 5_16; 9_5; 9_9; 9_10; 5_4; 5_7; 5_4; 5_5; 5_14; 5_16; 9_3; 9_4; 9_7; 5_5; 5_7,A2abcd+3bcd+4abcd,,460,822.99,,1,0,0,0,0,1,0,0,0,1,0,0,0.415298993,
Aythya,fuligula,birds,Aythya_fuligula,Birds,Birds,GCF_009819795.1,GCA_009819845.1,LC,no,no,AytFul,"Freshwater, Terrestrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.589,2.589,973126645,0.867222107,34,0,0,0,0,0,1122119279,MN; YE; AE; TR; SY; SA; QA; PS; OM; LB; KG; KW; KZ; JO; IQ; IR; CY; BH; AZ; AM; AF; SS; SG; PH; BD; PW; MP; FM; GU; UA; RU-EA; RU-CA; RU-EU; BY; TJ; PK; IL; UG; TZ; SD; SO; SL; SN; NG; NE; MR; ML; MW; KE; GM; ET; ER; DJ; CI; CD; TD; CV; CM; BT; MH; RU; EH; TN; MA; LY; DZ; SJ; MT; GL; GI; BN; IN; CN; ID; LA; MY; MV; MM; NP; LK; TH; VN; TM; UZ; HK; JP; KP; KR; TW; AL; AT; BE; BA; BG; HR; CZ; DK; EE; FO; FI; FR; DE; GR; HU; IS; IE; IT; LV; LI; LT; LU; MK; ME; NL; NO; PL; PT; RO; RS; SK; SI; ES; CNY-OO; SE; CH; GB; BM; EG; CA; US; GE,9_9; 9_7; 9_5; 9_4; 9_3; 9_2; 5_14; 5_7; 15_1; 15_1; 15_2; 15_2; 15_3; 15_3; 15_5; 15_5; 5_1; 5_5; 5_5; 5_7,,,430,701.17,,1,0,0,0,0,,,,,,,0,0,
Aythya,marila,birds,Aythya_marila,Birds,Birds,GCA_965140915.1,,LC,no,,AytMar,"Freshwater, Marine",225533006,140,20.28655764,222607569,140,22.46427179,213335714,92,19.18941859,210082689,91,21.20033315,190931085,62,17.17413575,186788079,60,18.84957548,0,0,0,0,0,0,181794781,61,16.35233072,182505338,64,18.41738596,71801735,15,6.458522685,70197542,15,7.083931016,9761551,3,0.878045615,9059203,3,0.91420251,3830499,1,0.344551071,3649256,1,0.368261865,2.02,1.951,990940508,0.891345,38,0.45377829,0.380761425,0,0.372031196,0.143095407,1111736205,RU-EA; GU; JM; MN; NO; RU-CA; KR; PL; TN; CU; KP; MP; PT; AG; AT; MA; AL; GI; RO; BA; UA; TW; IT; HR; US; LI; LV; GL; LU; BG; PM; LT; BE; MK; CNY-OO; FO; EE; RU-EU; MT; ME; BY; NL; KZ; DE; CN; RS; IN; GE; SI; CY; AZ; SK; BD; ES; PR; IQ; FR; HK; SE; PK; TC; JP; TR; VI; TM; FI; IL; IR; MM; PH; EG; NP; CA; AF; BB; GR; VN; HU; MX; CR; BS; IS; CH; IE; DZ; GB; BM; SJ; RU; DK,9_5; 5_5; 5_5; 9_1; 9_2; 9_10; 9_4; 4_1; 9_3; 9_7; 5_4; 9_9; 5_1,,,460,1005.37,,1,0,0,0,0,0.16090868,0.83909132,0,0.819852347,0.180147653,0.315342117,0,92.07329129,
Balaenoptera,acutorostrata,mammals,Balaenoptera_acutorostrata,Mammals,Mammals,GCF_949987535.1,GCA_950005055.1,LC,no,no,BalAcu,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0.542,2049980567,0.823862786,21,0,0,0,0,0,2488254843,MR; JP; AU; PT; IS; GF; NZ; AG; IT; ES; PR; BS; UY; DK; BE; GP; ID; TC; GL; GM; BM; CN; AR; NC; AI; TW; NL; US; EH; IE; CL; MA; PG; KP; GR; FO; VG; RU; DM; NO; PM; FR; DO; SN; MX; SJ; CA; ZA; CU; GB; CV; VI; BR; MZ; AQ; KR; SX; MF; CNY-OO; MDR-OO; POR-OO; AZO-OO,9_1; 10_1,,,10670,9000000,,1,0,0,0,0,,,,,,,0,0,
Balaenoptera,borealis,mammals,Balaenoptera_borealis,Mammals,Mammals,GCA_965194805.1,,EN,no,,BalBor,Marine,94016208,392,3.666423585,87506597,392,3.835646057,30626928,27,1.194382262,23824379,23,1.044285671,20257682,11,0.790004667,13247571,7,0.580676146,0,0,0,0,0,0,16334690,8,0.63701668,10686520,5,0.468418493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856145192,0.838,2281404376,0.889697105,21,0.032838699,0.004971431,0,0.004010342,0,2564248397,KR; KP; JP; ZA; TDC-OO; SH; RE; NA; MR; MG; CV; AO; UY; PE; FK; TC; CL; BR; AR; MX; BS; GB; ES; PT; NO; IE; IS; GL; GI; FO; GS; BM; MA; EH; CA; PM; US; DO; RU; AU; NZ; MP; TF; GU; ID,10_1; 9_1,A1abd,,18000,28000000,,1,0,0,0,0,0.848610602,0.151389398,0,0.12212245,0.87787755,0,1.664670616,8.382519691,
Balaenoptera,physalus,mammals,Balaenoptera_physalus,Mammals,Mammals,GCA_965194825.1,,VU,no,,BalPhy,Marine,39429263,188,1.51142274,37607536,188,1.643321411,9244898,11,0.354380174,7072678,9,0.309051973,4093763,2,0.156924224,2444742,1,0.10682691,0,0,0,0,0,0,4093763,2,0.156924224,2444742,1,0.10682691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6925,1.6845,2288507638,0.87724249,21,0.027813215,0.001808045,0,0.001808045,0,2608751474,ROD-OO; GI; MG; SC; DE; TF; MZ; CD; AR; FR; FO; ALD-OO; CL; IS; GL; TDC-OO; BR; NA; GR; FK; RE; MT; LY; IT; SA; PE; EC; CN; DZ; EG; KEG-OO; IE; AO; HM; RU; AU; GB; NZ; ID; GS; BE; ZA; SH; DK; SY; MC; GA; TR; MU; CV; IL; NL; NO; LB; CY; MY; NC; MX; BM; FJ; KP; PT; SJ; PM; CA; KR; ES; HR; SE; JP; SI; US; MA; AQ; PH; BV; TN; CG,10_1; 9_1,A1d,Balaena physalus,26000,80000000,,1,0,0,0,0,0.934993295,0.065006705,0,0.065006705,0.934993295,0,0,6.219147682,
Balaenoptera,ricei,mammals,Balaenoptera_ricei,Mammals,Mammals,GCF_028023285.1,,CR,no,,BalRic,,1615506497,1812,63.73450486,1585422953,1809,73.81807065,1378170182,871,54.37117976,1348509704,861,62.78727352,1124322638,510,44.35645834,1095375296,500,51.00121128,11357933,0,0.448089956,11153431,0,0.51930922,975334814,407,38.4786329,963119269,409,44.84330576,0,0,0,21927964,2,1.020976764,0,0,0,0,0,0,0,0,0,0,0,0,0.008515325,0.007,2147743688,0.847321758,21,0.006285848,0.004342919,4.42E-05,0.003818553,8.69E-05,2534743936,US,10_1; 10_2,D,,,,,,,,,,0.309095851,0.690904149,0.007034988,0.607484121,0.392515879,0.013830987,0,90.01771249,Yes
Balearica,regulorum,birds,Balearica_regulorum,,,,,EN,yes,yes,BalReg,Terrestrial,1871784,5,0.153999968,568143,5,0.056495126,1169519,2,0.096221513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228605,1,0.018808347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.208,2.208,1005649576,0.827392488,35,0.001247412,0,0,0,0,1215444412,LS; SZ; AO; BW; BI; CD; ZM; KE; MW; ZA; UG; TZ; MZ; NA; ZW; RW; SS,15_8; 14_1; 14_2; 5_8; 1_6; 15_1; 15_7; 2_1; 4_4; 4_6; 5_1; 5_4; 5_6; 2_2; 1_8; 5_2; 5_7; 5_5,A2bcd+4bcd,,1100,4000,,1,0,1,0,0,1,0,0,0,1,0,0,1.453844253,
Barbatula,barbatula,fishes,Barbatula_barbatula,Fishes,Ray-finned fishes,GCA_947034865.1,GCA_947034905.1,LC,no,no,BarBar,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.125,4.125,395762968,0.642580335,25,0,0,0,0,0,615896482,LI; GRB-OO; NCS-CH; BE; ES; RUW-OO; IE; MD; ITA-IT; BA; KZ; LT; GB; RUC-OO; RU; SPA-SP; NCS-KR; BY; PL; AT; BG; RO; YUG-KO; DK; SE; IT; RUS-OO; LV; UKR-UK; SK; ME; NCS-DA; CZ; RU-EU; NL; FRA-FR; IRE-NI; SI; YUG-SE; CH; HR; BLT-KA; LU; UA; NCS-KC; RS; FI; NCS-KB; KRY-OO; EE; RUN-OO; FR; DE; RUE-OO; HU; NCS-ST,5_5; 5_1; 15_9,,Cobitis barbatula,210,200,0,1,0,0,0,0,,,,,,,0,0,
Betta,splendens,fishes,Betta_splendens,Fishes,Ray-finned fishes,GCF_900634795.4,GCA_900651605.2,VU,no,no,BetSpl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9455,1.9455,286403630,0.673155756,24,0,0,0,0,0,425464133,TH,5_3; 5_4; 15_2,A2ace,Betta splendens;Micracanthus marchei,65,,0,1,0,0,0,0,,,,,,,0,0,
Blennius,ocellaris,fishes,Blennius_ocellaris,Fishes,Ray-finned fishes,GCA_963422515.1,GCA_963422475.1,LC,no,no,BleOce,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4245,2.4245,479936498,0.708974818,24,0,0,0,0,0,676944351,GG; CY; MA; MC; SY; ME; FR; BG; DZ; TR; RO; TN; HR; GB; IL; SI; IT; MT; PT; LB; GR; ES; EG; AL; JE; GI,9_5; 9_6,,,200,,1,1,0,0,0,0,,,,,,,0,0,
